ANO_CONVOCATORIA,CODIGO_PROYECTO,TITULO_PROYECTO,FECHA_APROBACION,ANO_APROBACION,ENTIDAD,CONVOCATORIA,DESCRIPCION_FINANCIACION,PROGRAMA,AREA_TEMATICA,TIPO_PROYECTO,DEPARTAMENTO_ENTIDAD,CIUDAD_ENTIDAD,COD_DANE_ENT,DEPARTAMENTO_PROYECTO,CIUDAD_PROYECTO,COD_DANE_PRY
"2,014","221,365,843,670",Caracterizacion molecular y analisis funcional de genes candidatos de resistencia tipo Cf en Musa acuminata ssp. burmanicoides Var. Calcutta 4 (AA) contra  Mycosphaerella fijiensis,29/08/2014,"2,014",CORPORACION PARA INVESTIGACIONES BIOLOGICAS - CIB,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,014","111,565,842,346",Valorizacion del glicerol hacia la produccion de acido lactico empleando catalizadores nanoestructurados,24/11/2014,"2,014",UNIVERSIDAD DE ANTIOQUIA - UDEA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,014","110,265,842,916",Prediccion de propiedades fisicoquimicas de fondos de vacio y crudos pesados colombianos a partir de espectrometria de masas  (MALDI-TOF/TOF) espectrometria vibracional (FT-IR y Raman) y quimiometria,24/11/2014,"2,014",UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,SANTANDER,BUCARAMANGA,68001,SANTANDER,BUCARAMANGA,68001
"2,014","112,765,841,761",EVALUACION DEL EFECTO ANTIINFLAMATORIO ANABOLICO Y CATABOLICO DEL PLASMA RICO EN PLAQUETAS PURO SOBRE EXPLANTES DE LIGAMENTO SUSPENSORIO DE CABALLOS,29/08/2014,"2,014",UNIVERSIDAD DE CALDAS - UNICALDAS,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,CALDAS,MANIZALES,17001,CALDAS,MANIZALES,17001
"2,014","110,165,842,786",Estudio de fenomenos bioquimicos del apoplasto del clavel (Dianthus caryophyllus L) durante su interaccion con Fusarium oxysporum f. sp. dianthi.,29/08/2014,"2,014",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","124,165,842,487",Valor pronostico de los polimorfismos de la Metaloproteinasa de Matriz extracelular-9 (MMP-9 SNP-1562C/T) su inhibidor tisular endogeno (TIMP-1 SNP-372T/C)  y de la Acuoporina 5 (AQP5 SNP-1364A/C) en pacientes septicos.,24/11/2014,"2,014",UNIVERSIDAD AUTONOMA DE BUCARAMANGA - UNAB,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,SANTANDER,BUCARAMANGA,68001,SANTANDER,BUCARAMANGA,68001
"2,014","120,365,843,881",HERRAMIENTA NANOFOTONICA PARA EVALUACION DE CITOTOXICIDAD EN FIBROBLASTOS PULPARES EXPUESTOS A EXTRACTOS DE PLANTAS NATIVAS COLOMBIANAS,24/11/2014,"2,014",PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","111,565,843,400",Eficiencia fotocatalitica de nanocompositos reciclables del tipo RE-BiFeO3Fe3O4 (RE= tierras raras) en la descomposicion de contaminantes acuosos de alta peligrosidad,24/11/2014,"2,014",UNIVERSIDAD DE ANTIOQUIA - UDEA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,014","110,265,843,290",Diseno e implementacion de una arquitectura de medicion en cristalografia de rayos X usando codificacion de patrones de difraccion. ,24/11/2014,"2,014",UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,SANTANDER,BUCARAMANGA,68001,SANTANDER,BUCARAMANGA,68001
"2,014","111,065,842,869",Papel de farmacos iECA y ARA en cultivos de celulas madre derivadas del tejido adiposo (ADSCs),24/11/2014,"2,014",UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,RISARALDA,PEREIRA,66001,RISARALDA,PEREIRA,66001
"2,014","110,365,842,695",ULTRA-ESTRUCTURA Y MORFOLOGIA CILIAR DE CELULAS DEL EPITELIO NASAL EN TRABAJADORES DE LA MINA DE AZUFRE NATURAL EL VINAGRE DEL MUNICIPIO DE PURACE CAUCA,24/11/2014,"2,014",UNIVERSIDAD DEL CAUCA - UNICAUCA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,CAUCA,POPAYAN,19001,CAUCA,POPAYAN,19001
"2,014","110,165,843,183",ESTUDIO DE LA VARIABILIDAD GENETICA  DEL VIRUS DE INFLUENZA EN CERDOS,08/09/2014 12:00:00 AM,"2,014",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","110,165,843,748",Organizacion y dinamica de coloides confinados en cristales liquidos nematicos,24/11/2014,"2,014",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,014","110,965,842,931",Aplicacion de Materiales Organo-Silicatos para el control de la lixiviacion de agroinsumos en el suelo,24/11/2014,"2,014",UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC - SEDE TUNJA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOYACA,TUNJA,15001,BOYACA,TUNJA,15001
"2,014","110,265,842,934",SINTESIS Y EVALUACION DE LA ACTIVIDAD CITOTOXICA DE NUEVOS DERIVADOS 6-AMINO-7H-INDENO[21-C]QUINOLINICOS VIA LA REACCION IMINO DIELS-ALDER CATIONICA ANALOGOS ESTRUCTURALES DEL POTENTE AGENTE ANTITUMORAL TAS-103,24/11/2014,"2,014",UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,SANTANDER,BUCARAMANGA,68001,SANTANDER,BUCARAMANGA,68001
"2,014","111,565,842,551",Sintesis asimetrica de la cis-248-trihidroxi-34-dihidronaftalen-1(2H)-ona. Una fitotoxina selectiva al huesped aislada de Mycosphaerella fijiensis.,24/11/2014,"2,014",UNIVERSIDAD DE ANTIOQUIA - UDEA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,014","110,265,842,833",CELDAS DE COMBUSTIBLE DE ALTAS TEMPERATURAS SIMETRICAS FUNCIONANDO CON GAS NATURAL COLOMBIANO,24/11/2014,"2,014",UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,SANTANDER,BUCARAMANGA,68001,SANTANDER,BUCARAMANGA,68001
"2,014","111,065,843,666",Implementacion de un modelo tecnico-cientifico para fortalecer la cadena productiva de Aguacate en el departamento de Risaralda,24/11/2014,"2,014",UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,RISARALDA,PEREIRA,66001,RISARALDA,PEREIRA,66001
"2,014","111,565,843,084",IMPORTANCIA DE LA INTERFASE AGUA-SEDIMENTO DE LOS EMBALSES RIOGRANDE II Y PORCE II COMO RESERVORIO DE CIANOBACTERIAS POTENCIALMENTE TOXICAS,28/08/2014,"2,014",UNIVERSIDAD DE ANTIOQUIA - UDEA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,014","110,165,843,233",Insectos escama (Hemiptera Coccoidea) sus hormigas asociadas y posibles controladores biologicos en la rizosfera de cafetales jovenes de la zona central colombiana,04/09/2014 12:00:00 AM,"2,014",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","110,165,843,270",Bloqueo de la desacetilacion de histonas como herramienta para prevenir los efectos nocivos del estres sobre la memoria y la plasticidad sinaptica asociada al aprendizaje,24/11/2014,"2,014",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","110,165,843,141",Diseno Sintesis y caracterizacion de columnas monoliticas para la separacionde biomoleculas,24/11/2014,"2,014",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","111,565,842,812",Genetica del desarrollo de frutos carnosos (bayas) y dehiscentes (capsulas) en Solanaceae,22/10/2014,"2,014",UNIVERSIDAD DE ANTIOQUIA - UDEA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,014","111,865,840,618",2 Characterization of cDNAs encoding trypsin-like proteinases by performing mRNA quantitative analysis in Bt-resistant and -susceptible strains of Spodoptera frugiperda (Lepidoptera Noctuidae) from Colombia,07/11/2014 12:00:00 AM,"2,014",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,014","122,265,840,550",Efectos del peptido B-amiloide sobre la neurotransmision septohipocampal. Analisis Neurofisiologico,24/11/2014,"2,014",UNIVERSIDAD - COLEGIO MAYOR DE NUESTRA SENORA DEL ROSARIO - UNIROSARIO,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","120,365,842,530",Papel del TGF-beta en la inmunidad contra rotavirus en el modelo murino,24/11/2014,"2,014",PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","221,365,843,006",Estudio de los pigmentos carotenoides y  su papel en la biologia de las micobacterias de interes clinico,24/11/2014,"2,014",CORPORACION PARA INVESTIGACIONES BIOLOGICAS - CIB,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,014","120,365,842,638",Comparacion del microbioma presente en placa dental saliva y tejido tumoral de pacientes diagnosticados con cancer oral escamocelular,24/11/2014,"2,014",PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","111,565,842,633",Cultivos organotipicos humanos de piel en tres dimensiones (3D) alternativa para la evaluacion in vitro de sustancias irritantes y corrosivas ,24/11/2014,"2,014",UNIVERSIDAD DE ANTIOQUIA - UDEA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,014","222,965,843,177",Mediadores inflamatorios y sus desencadenantes microbianos en el desenlace de infecciones intracelulares ,24/11/2014,"2,014",CENTRO INTERNACIONAL DE ENTRENAMIENTO E INVESTIGACIONES MEDICAS - CIDEIM,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,VALLE DEL CAUCA,CALI,76001,VALLE DEL CAUCA,CALI,76001
"2,014","110,165,843,297",Desarrollo de nanoparticulas para la liberacion controlada del virus WT1-5 con potencial aplicacion en el tratamiento de cancer,24/11/2014,"2,014",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","110,465,843,308",MICROBIOTA GASTRICA ASOCIADA A Helicobacter pylori  Y SU RELACION CON LESIONES PRECURSORAS DE CANCER GASTRICO EN DOS POBLACIONES DEL SUR OCCIDENTE COLOMBIANO,24/11/2014,"2,014",UNIVERSIDAD DE NARINO - UDENAR,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,NARINO,PASTO,52001,NARINO,PASTO,52001
"2,014","211,765,843,686",Evaluacion proteomica y funcional de los fenomenos de glicosilacion tipo O-glcNAc y sus implicaciones terapeuticas en un modelo experimental de precondicionamiento isquemia y reperfusion cerebral,24/11/2014,"2,014",UNIVERSIDAD ICESI,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,VALLE DEL CAUCA,CALI,76001,VALLE DEL CAUCA,CALI,76001
"2,014","110,765,843,679",Investigacion  de biomarcadores asociados a la funcion  reproductiva  trabajadores informales expuestos a metales pesados en la Costa Atlantica Colombiana,24/11/2014,"2,014",UNIVERSIDAD DE CARTAGENA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOLIVAR,CARTAGENA DE INDIAS,13001,BOLIVAR,CARTAGENA DE INDIAS,13001
"2,014","120,365,843,092",Evaluacion del papel de canales TRPM8 en la diferenciacion de celulas madre mesenquimales derivadas de tejido adiposo,24/11/2014,"2,014",PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","110,165,843,103",Diseno y sintesis quimica de glicoconjugados como candidatos para la prevencion y tratamiento de las infecciones respiratorias por Pasteurella multocida. Una aproximacion ecologica,24/11/2014,"2,014",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","112,765,843,017",Sintesis de nuevas sales de amonio fluoradas y estudio de su actividad antiparasitaria contra la enfermedad de Chagas,24/11/2014,"2,014",UNIVERSIDAD DE CALDAS - UNICALDAS,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,CALDAS,MANIZALES,17001,CALDAS,MANIZALES,17001
"2,014","110,165,843,119",Explorando las diferencias Caracterizacion in silico e in vitro de los dominios estructurales exclusivos de la Nicotinamida/Nicotinato Mononucleotido Adenilil Transferasa de Leishmania braziliensis con miras a su bloqueo funcional,24/11/2014,"2,014",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","110,765,842,788",Caracterizacion molecular de la familia de glutation-transferasas derivadas de Ascaris lumbricoides un antigeno de union IgE,24/11/2014,"2,014",UNIVERSIDAD DE CARTAGENA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOLIVAR,CARTAGENA DE INDIAS,13001,BOLIVAR,CARTAGENA DE INDIAS,13001
"2,014","110,165,843,421",MODULACION DE EXPRESION GENICA EN GLANDULA MAMARIA MEDIADA POR FACTORES NUTRICIONALES EN VACAS HOLTEIN,25/08/2014,"2,014",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
"2,014","110,565,843,382",Evaluacion del exoma de pacientes colombianos con cancer gastrico y del genoma de Helicobacter pylori,24/11/2014,"2,014",UNIVERSIDAD DEL TOLIMA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,TOLIMA,IBAGUE,73001,TOLIMA,IBAGUE,73001
"2,014","129,965,843,792",Estudio de las celulas deciduales/endometriales estromales procedentes de decidua normal menstruacion y pre-eclampsia.,24/11/2014,"2,014",UNIVERSIDAD DE SANTANDER - UDES- SEDE BUCARAMANGA ,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,SANTANDER,BUCARAMANGA,68001,SANTANDER,BUCARAMANGA,68001
"2,014","120,365,842,534",Determinacion de la frecuencia de linfocitos T CD8 multifuncionales como un correlato de proteccion frente a la infeccion por Trypanosoma cruzi,24/11/2014,"2,014",PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","110,165,843,245",Optosenalizacion Control de cascadas de senalizacion por proteinas G por medio de luz,25/08/2014,"2,014",UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","120,365,843,394",Mineria de datos genomicos para el descubrimiento de metabolitos secundarios de interes biotecnologico de especies bacterianas aisladas de habitats naturales colombianos,12/09/2014 12:00:00 AM,"2,014",PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","120,465,843,595",UNDERSTANDING THE EVOLUTION OF BIRD MIGRATORY STRATEGIES THROUGH GENETIC AND STABLE ISOTOPE ANALYSES,28/08/2014,"2,014",UNIVERSIDAD DE LOS ANDES - UNIANDES,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,BOGOTA D. C.,BOGOTA D.C.,11001,BOGOTA D. C.,BOGOTA D.C.,11001
"2,014","111,565,842,946",Proteccion de informacion por medio de sistemas optico-digitales para aplicaciones de uso masivo,21/11/2014,"2,014",UNIVERSIDAD DE ANTIOQUIA - UDEA,658-2014 CONVOCATORIA PARA PROYECTOS DE INVESTIGACION EN CIENCIAS BASICAS,RECUPERACION CONTINGENTE,PROGRAMA NACIONAL EN CIENCIAS BASICAS,INVESTIGACION BASICA ORIENTADA,PROYECTO,ANTIOQUIA,MEDELLIN,05001,ANTIOQUIA,MEDELLIN,05001
